"tag","unique_users","%_content_gen","%_content_pp","avg_nt_per_cg","dev_nt","%cg_outliers+","%cg_outliers-","avg_rt_per_cp","dev_rt","%cp_outliers+","%cp_outliers-","cg_reach","dev_cgr","cgr_outliers+","cgr_outliers-","cp_reach","dev_cpr","cpr_outliers+","cpr_outliers-"
"#peripheralarterydisease","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#HunterSyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Viruszika","9","1.0000","0.0000","1.2222","0.4410","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","971.7309","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#euromelanoma17","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#glaucoma","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#StevensJohnsonSyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#FMD","23","1.0000","0.3043","1.2609","0.6887","-1.0000","-1.0000","1.1429","1.1127","-1.0000","-1.0000","100.9565","3612.5490","0.0000","0.1304","331.7143","143.6706","-1.0000","-1.0000"
"#Dengue","15","1.0000","0.0667","1.1333","0.3519","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","0.8667","764.7897","0.0000","0.0667","13.0000","0.0000","-1.0000","-1.0000"
"#Cachexia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#HeartDisease","19","1.0000","0.0000","1.2105","0.7133","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","39438.6689","0.0000","0.2105","0.0000","0.0000","-1.0000","-1.0000"
"#trastornobipolar","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#GenCSM","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Schizofrenie","5","1.0000","0.0000","1.8000","0.8367","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","3579.6759","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#HPV","31","1.0000","0.1613","1.4194","0.9924","0.0000","0.0323","1.0000","0.4472","-1.0000","-1.0000","264.4194","26505.3255","0.0000","0.0968","1639.4000","2004.7013","-1.0000","-1.0000"
"#Flu","26","1.0000","0.1538","1.2692","0.6038","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","158.2692","5472.1597","0.0000","0.1923","1028.7500","1569.2963","-1.0000","-1.0000"
"#BRCA","5","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","2901.4402","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#hayfever","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#PediatricStroke","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Tinnitus","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Angina","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#AcuteCoronarySyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#sjogrens","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#CHD","13","1.0000","0.3846","1.2308","0.5991","-1.0000","-1.0000","1.0000","0.8944","-1.0000","-1.0000","312.8462","12010.5082","0.0000","0.1538","813.4000","670.0409","-1.0000","-1.0000"
"#Restenosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"unknown-#esocsm","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#CHF","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Fibroid","3","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","1402.4269","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#LynchSyndrome","3","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","412.2147","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Bulimia","5","1.0000","0.0000","2.0000","1.4142","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","55278.4622","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#myocarditis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Cholesteatoma","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Lipoedema","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Listeriosis","10","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","499.1887","0.0000","0.1000","0.0000","0.0000","-1.0000","-1.0000"
"#MuscularDystrophy","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Polio","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#impotence","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#curesma","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Migraine","2","1.0000","0.5000","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","92.0000","144.9569","-1.0000","-1.0000","184.0000","0.0000","-1.0000","-1.0000"
"#aHUS","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Resfriado","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#analcancer","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Psoriasis","4","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","379.9079","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#merkelcellcarcinoma","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#SARS","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#AllergicRhinitis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Halitosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Trichotillomania","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#MyalgicE","3","1.0000","0.3333","2.0000","1.7321","-1.0000","-1.0000","2.0000","0.0000","-1.0000","-1.0000","157.0000","9773.4096","-1.0000","-1.0000","471.0000","0.0000","-1.0000","-1.0000"
"#BloodCancer","7","1.0000","0.0000","1.1429","0.3780","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","2070.2685","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Ebola","11","1.0000","0.0909","1.6364","1.0269","0.0000","0.0909","1.0000","0.0000","-1.0000","-1.0000","166.7273","2419.2327","0.0000","0.0000","1834.0000","0.0000","-1.0000","-1.0000"
"#EatingDisorder","33","1.0000","0.1515","1.5758","1.0009","0.0000","0.0606","1.0000","1.6733","-1.0000","-1.0000","232.7273","3142.9118","0.0000","0.0909","1536.0000","2188.1793","-1.0000","-1.0000"
"#meningococcal","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#hydrocephalus","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#DownSyndrome","15","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","46253.0492","0.0000","0.1333","0.0000","0.0000","-1.0000","-1.0000"
"#brucellosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Myositis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#ringworm","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#neurofibromatosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#CFLN","21","1.0000","0.1429","1.2381","0.5390","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","2175.0952","12244.4063","0.0000","0.1905","15225.6667","26248.7460","-1.0000","-1.0000"
"#Leukaemia","12","1.0000","0.2500","1.0833","0.2887","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","1121.5833","3676.4550","0.0000","0.0833","4486.3333","7381.8804","-1.0000","-1.0000"
"unknown-#stcsm","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#BloodClot","2","1.0000","0.0000","1.5000","0.7071","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","259.5082","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#MultScler","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#BMFSM","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Haemophilia","5","1.0000","0.0000","1.2000","0.4472","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","364.8667","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Angiosarcoma","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#NCDs","2","1.0000","0.5000","2.0000","1.4142","-1.0000","-1.0000","3.0000","0.0000","-1.0000","-1.0000","1706.5000","7883.5335","-1.0000","-1.0000","3413.0000","0.0000","-1.0000","-1.0000"
"#HighBloodPressure","8","1.0000","0.0000","1.2500","0.7071","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","1274.0854","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Hantavirus","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Carcinoma","2","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","369.1097","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#PulmonaryHypertension","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#osteonecrosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Eclampsia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Neuroblastoma","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#CarpalTunnelSyndrome","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Encephalitis","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#erectiledysfunction","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#RectalCancer","1","1.0000","1.0000","2.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","214.0000","0.0000","-1.0000","-1.0000","214.0000","0.0000","-1.0000","-1.0000"
"unknown-#BTSM","5","1.0000","0.2000","1.2000","0.4472","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","15.8000","7309.5947","-1.0000","-1.0000","79.0000","0.0000","-1.0000","-1.0000"
"#fragileX","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#BrainCancer","3","1.0000","0.6667","1.3333","0.5774","-1.0000","-1.0000","1.0000","0.7071","-1.0000","-1.0000","5680.3333","8421.9481","-1.0000","-1.0000","8520.5000","9886.0599","-1.0000","-1.0000"
"#Nocturia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Aspergers","15","1.0000","0.0667","1.6667","1.0465","0.0000","0.1333","1.0000","0.0000","-1.0000","-1.0000","119.5333","3805.9906","0.0000","0.0000","1793.0000","0.0000","-1.0000","-1.0000"
"#Bronchitis","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#OCD","10","1.0000","0.0000","1.6000","0.8433","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","2855.1791","0.0000","0.2000","0.0000","0.0000","-1.0000","-1.0000"
"#Infertility","18","1.0000","0.0000","1.1111","0.3234","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","4505.4353","0.0000","0.1111","0.0000","0.0000","-1.0000","-1.0000"
"#LymeDisease","9","1.0000","0.1111","1.1111","0.3333","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","265.2222","6401.8403","-1.0000","-1.0000","2387.0000","0.0000","-1.0000","-1.0000"
"#PediatricCancer","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Thalassemia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Candidiasis","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#TSComplex","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#CLL","2","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","3436.5390","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#PlantarFascitis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#BrainInjury","15","1.0000","0.0667","1.2667","0.7988","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","17.2000","1833.3479","0.0000","0.2000","258.0000","0.0000","-1.0000","-1.0000"
"#LiverCancer","1","1.0000","1.0000","1.0000","0.0000","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","11.0000","0.0000","-1.0000","-1.0000","11.0000","0.0000","-1.0000","-1.0000"
"#SLE","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#CaudaEquina","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Haemochromatosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#SIDS","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#PeanutAllergy","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#OsteogenesisImperfecta","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Asbestosis","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Duchenne","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Melanoma","3","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","498.1927","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#hypophosphatasia","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#IOMCardiacArrest","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Tuberculosis","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#FGID","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Pompe","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#varicocele","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Narcolepsy","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Endometriosis","7","1.0000","0.1429","1.2857","0.4880","-1.0000","-1.0000","1.0000","0.0000","-1.0000","-1.0000","20.7143","3186.4010","-1.0000","-1.0000","145.0000","0.0000","-1.0000","-1.0000"
"#Pemphigus","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#PTEN","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Carcinoid","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Gout","6","1.0000","0.0000","2.0000","2.4495","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","585.7250","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Atherosclerosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#CGRP","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#adenomyosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#PsoriaticArthritis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#fracture","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#FacialDisfigurement","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Retinoblastoma","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Sarcoidosis","0","0.0000","0.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
"#Deafness","1","1.0000","0.0000","1.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000","0.0000","0.0000","-1.0000","-1.0000"
